date,time,timetaken,cs,csmethod,csuri,scstatus,bytes,useragent,site
2018-07-30,00:02:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:03:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:03:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:03:22,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:03:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:03:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:03:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:03:52,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:03:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:04:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:04:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:04:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:04:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:04:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:04:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:04:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:04:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:05:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:05:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:05:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:05:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:05:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:05:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:05:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:05:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:06:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:06:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:06:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:06:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:06:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:06:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:06:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:06:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:07:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:07:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:07:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:07:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:07:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:07:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:07:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:07:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:08:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:08:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:08:22,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:08:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:08:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:08:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:08:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:08:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:09:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:09:19,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:09:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:09:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:09:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:09:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:09:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:09:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:10:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:10:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:10:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:10:25,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:10:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:10:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:10:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:10:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:11:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:11:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:11:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:11:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:11:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:11:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:11:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:11:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:12:16,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:12:19,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:12:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:12:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:12:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:12:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:12:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:12:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:13:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:13:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:13:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:13:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:13:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:13:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:13:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:13:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:14:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:14:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:14:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:14:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:14:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:14:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:14:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:14:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:15:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:15:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:15:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:15:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:15:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:15:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:15:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:15:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:16:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:16:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:16:22,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:16:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:16:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:16:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:16:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:16:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:17:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:17:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:17:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:17:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:17:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:17:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:17:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:17:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:18:16,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:18:19,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:18:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:18:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:18:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:18:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:18:52,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:18:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:19:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:19:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:19:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:19:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:19:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:19:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:19:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:19:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:20:16,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:20:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:20:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:20:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:20:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:20:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:20:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:20:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:21:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:21:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:21:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:21:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:21:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:21:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:21:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:21:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:22:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:22:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:22:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:22:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:22:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:22:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:22:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:22:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:23:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:23:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:23:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:23:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:23:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:23:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:23:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:23:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:24:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:24:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:24:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:24:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:24:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:24:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:24:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:24:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:25:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:25:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:25:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:25:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:25:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:25:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:25:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:25:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:26:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:26:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:26:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:26:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:26:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:26:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:26:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:26:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:27:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:27:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:27:22,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:27:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:27:46,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:27:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:27:52,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:27:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:28:16,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:28:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:28:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:28:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:28:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:28:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:28:52,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:28:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:29:16,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:29:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:29:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:29:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:29:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:29:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:29:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:29:55,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:30:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:30:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:30:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:30:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:30:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:30:49,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:30:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:30:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:31:16,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:31:19,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:31:22,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:31:25,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:31:46,0.003,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:31:49,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:31:52,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:31:55,0.003,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,00:32:16,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:32:19,0.002,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,00:32:22,0.002,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
